timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.0,-0.058361232767276366,-0.011061144093694773,9.861324587135542,0.013577640946102889,-0.0011727668729500137,0.002579123810763123
0.01,0.028238856422541037,0.06198334801938707,9.771951537517593,0.008675265074234611,-0.002320863471246697,0.0014211483435116736
0.02,-0.07874059852317797,-0.15188528549685082,9.67151601470665,0.0031509467870651582,-0.005071705606241653,0.005320999321968574
0.03,-0.17073852534345668,-0.11121860823945529,9.92676126434894,0.004833368893243246,0.00032631604108350926,-0.003374035692468161
0.04,-0.1416458439438848,0.01122803294033649,9.717429766784198,0.007840552836446616,-0.0030182933803384313,0.0022911561015545945
0.05,-0.14622998927263525,0.15112499722677675,9.808429333761179,0.0006732668372915708,0.00409384972058144,-0.002354696754625181
0.06,-0.08138221464567992,-0.15324237723352793,9.70325405521548,0.006945832789232331,0.0036696831998512167,0.004606236579282899
0.07,-0.10734061443688965,-0.01996860454903708,9.691226975916653,0.002361957088822194,-0.0023296183563164393,0.009034857016666864
0.08,-0.07059634593831521,-0.1363350999967327,9.83543521735573,0.004035364645825393,-0.0034148092358375513,0.006807455077028835
0.09,-0.015602512232036875,0.07979890091149326,9.7423708312529,0.004414258485551393,0.001622343268324177,0.00862660405171323
0.1,-0.1364126856705524,-0.008967895482079354,9.721001137155534,-2.1222034840963876e-05,0.004024880657099409,0.010529860379403833
0.11,-0.10383543667877268,0.08675573277375011,9.838438487715342,0.0027336494416894605,0.001765455104504878,0.011438601927780692
0.12,-0.10093619810523312,0.13223281342549875,9.599927636702756,0.01006814427916311,0.0003899380578066162,0.002253118241891873
0.13,-0.09072434861040468,-0.15135603575845474,9.79193310201812,0.0077435245763363345,0.00734039869760209,0.0011565168430438056
0.14,-0.1627394024738356,-0.03190299849146534,9.882738599188345,0.007600993653462821,-0.002701646660227542,0.006313895083276221
0.15,-0.09028802157718055,0.08631717766586786,9.753341727717219,0.0043181501899140036,-0.0020171603850950306,-0.003570349794726238
0.16,-0.07435852243875644,0.030297934174310273,9.809914565959703,0.004782694512050538,-0.00713724716067155,0.0016436424072157792
0.17,-0.12545883282553472,-0.05418081990518249,9.796602115460297,0.007975000164718542,0.009366762381518635,0.004619379209283912
0.18,-0.07743077499149921,0.004633447567794114,9.656002726919212,0.00582123865870447,0.00023321041774307442,0.016062298882832646
0.19,-0.11341642605164669,0.03530057208500928,9.806726903121666,0.00010942646510936089,0.005642400109689141,0.007505328712681178
0.2,-0.034737343628479814,-0.06098664843369356,9.92172677895563,-0.001057483572701889,0.0028587983615159097,0.01469749396319293
0.21,-0.17725476385866423,-0.03295201307389012,9.817474701521625,0.003433295038848858,-0.007832577211268999,0.004087560051753387
0.22,-0.18298772136825855,0.050826545893977296,9.735947980685708,0.013699193392605058,-0.003999299260101181,0.0021339440017241586
0.23,-0.032913221301957216,-0.0849427642058296,9.827698010204385,0.012484029697210767,-0.008124221497908968,0.00466690434479175
0.24,-0.07719475760770891,0.07665931874724785,9.710544423506391,-0.00065522607039371,0.0025191302019274835,0.005228118955056372
0.25,-0.07793634364751519,0.042416326606107765,9.755097736548192,0.007107013072240693,0.0013710126747435154,0.00017087610607016907
0.26,0.051296190578815834,0.05319395202149494,9.714194637382846,0.009227146754899948,-0.004971529863182333,0.007677470896080717
0.27,-0.005267730779722132,-0.04978055623946756,9.886568179400637,0.008006864017780809,0.004008407722766776,0.013225404549097776
0.28,-0.11757564135962464,-0.043838295943655764,9.738336075642415,0.0018624351883731417,-0.0004911729244586132,0.005446568349236853
0.29,-0.07579815134673197,0.08322167691978777,9.810536491396473,0.013207630800962353,-0.0014327195689376791,0.017341000232000935
0.3,-0.0478684589650232,-0.050939321187876974,9.723824019351817,0.008350742878856109,-0.0012305200700656516,0.007309479881828351
0.31,-0.06005087663904226,0.012393077900207015,9.74175097005385,-0.0016374883337437057,-0.0023495513499368027,0.008020771487692969
0.32,-0.08077003526665004,-0.0808537678143727,9.823347959058829,0.007861648289524757,-0.004540033912394025,0.004506680247015072
0.33,-0.09322809393635764,-0.07204651506636844,9.838115460536645,0.008737244253111042,0.005290739656939694,0.009006319279423903
0.34,-0.2080852059373654,-0.05504929472127261,9.850694249069182,0.008500458250935473,0.00244695236914672,0.0230001978796157
0.35000000000000003,-0.0521868892604183,0.11140737956087252,9.885810494061516,0.00918663828872016,-0.0017084014550636443,0.007530595045546987
0.36,-0.15967022947435344,0.0022018745742367445,9.770660163792556,0.006337152942124522,0.011437468775867215,-0.005601391388843999
0.37,-0.04292908791291975,-0.10728486219063169,9.771733562382382,0.011370582137165072,0.0001818075660541419,-0.0016546265654180216
0.38,-0.15503949940848813,0.07668507616779055,9.751057614568394,0.007006115718931146,8.449856176833011e-05,0.0004752354603114405
0.39,0.07371541620146448,0.0736154258793551,9.64747434111189,0.006854034693018692,-0.003456060696440606,0.007994520875484997
0.4,-0.1611862871084585,0.014307430446743697,9.849883502826277,0.01024842618600449,-0.006152377759356637,0.0020589421597013353
0.41000000000000003,-0.13576437889032306,-0.028195762603613464,9.950719601765561,0.007942392632622945,-0.0064590824539699715,0.008319829351142862
0.42,0.0720200068621596,0.10725181039320063,9.68793237692233,0.003494094362158097,0.006176126508581852,0.00019122070975494902
0.43,-0.062230278551398725,0.0872091054215055,9.735326217797947,0.005615365400657973,-0.016368532079689087,-0.0013933445962351619
0.44,-0.1179242378882418,-0.07400070901616548,9.940072210885027,-0.001240040428277885,-0.002366183531848779,0.004381299225786616
0.45,0.017600515237194456,-0.08846369461701391,9.902531027561917,0.005959452894010883,-0.005077269639737929,0.006037093601784074
0.46,-0.08175874356086765,-0.021028978467850158,9.815060684833592,0.003979287600043989,0.00039409549842855615,0.0070361866623696095
0.47000000000000003,0.029216045487594183,-0.07145401693170492,9.9801177485319,-0.0038570685280707416,-0.0009361810936062619,0.006666053555796699
0.48,-0.07516734033401426,-0.02166213554646074,9.79282382899141,0.0034358275933564133,-0.003127843331091583,0.007971389422663053
0.49,-0.06906645025030828,-0.026696591966450786,9.881440099507442,0.007434738602706763,0.0038795275924763234,0.006870411748330822
0.5,-0.16392789887786535,-0.015496216638065868,9.869254068385398,0.008947448014846404,-0.00029305394435220135,0.0043077702499124074
0.51,0.004624675202953232,-0.01742561753787012,9.853236811080789,0.004881936096138237,-0.001280714470998623,0.009213860588125322
0.52,-0.03153503665563612,0.09556242227068744,9.91390573594014,0.005995168242437634,0.003213694423716332,0.002167462747006477
0.53,-0.07161447422936103,0.02065149045794757,9.817225489578012,0.008863130867299028,-0.004290935314427844,0.01417953032408135
0.54,-0.1780082206235948,-0.06549115043661743,9.90211303356197,0.009842802970653925,0.002917006243857376,0.006858096128618052
0.55,-0.098485229511763,-0.03955569222136309,9.81552684999692,0.0024957717843696486,0.0046682454148732865,0.0029798335395911646
0.56,-0.16352353099835526,0.007094218980751368,9.842495293763683,0.0030599955253216462,-0.004322215098551098,0.004932285604863526
0.5700000000000001,-0.07786430721465844,-0.007170234221887312,9.771775975538938,0.0070358530562874754,-0.007455294144415836,-0.003324762981211658
0.58,-0.1549146584178737,0.016889280622597303,9.834329878356522,0.013249316694049235,0.004069666925154996,0.002911546834688242
0.59,-0.09893751542015931,-0.04565776922249045,9.807974425971159,0.004426121841516708,0.0013912034291917235,-0.0004262543811189481
0.6,-0.055845206066439335,0.15774290919805364,9.800752839406675,0.007874800288282182,0.0032245729867004724,0.001702436095523281
0.61,-0.07944184751935111,0.03671008823591151,9.817265884360959,0.0019979666433460556,-0.00010735310761797833,0.006197145303665425
0.62,0.018746313165608486,0.11302294087064928,9.981704509104434,0.002022998904967103,0.004127942799951104,0.00462245655092873
0.63,0.07786351917399535,-0.027804336047532748,9.74227025206074,0.0028594419501719592,-0.010856894797596888,0.0010755413792156534
0.64,-0.15802647916256213,0.049468949877189625,9.836786535408029,0.015233875162380076,0.004510947844864353,0.000818345473677953
0.65,-0.16914380152977482,0.07736856383657381,9.703825429748665,0.01500687794559772,0.005652274719940991,0.001355510063362994
0.66,-0.23429576266253233,0.14690206098561462,9.800278898784338,0.012035176217997934,-0.008220818072769786,0.0007030150972116671
